job_id,source,title,company,matched_skills,description_summary
li_4436388325,linkedin,UX/UI Designer,The Flex,"[""UI Prototyping"", ""UX Research"", ""Usability Testing""]","We're expanding globally and seeking a world-class UX/UI Designer to help us create intuitive, beautiful, and high-converting product and marketing experiences. Role Overview As a UX/UI Designer, you'll be responsible for turning complex workflows into delightful user experiences across Base360.ai's product, marketing site, and customer touchpoints. You Will - Work on Base360.ai's core product, designing intuitive dashboards, workflows, and integrations. - Create marketing assets including our..."
li_4422443358,linkedin,UI Visual Designer,Stellantis,"[""UI Prototyping"", ""UX Research""]","Stellantis is seeking a UI Visual Designer to focus on designing brand driven, user-centered interfaces for Stellantis globally spanning both conceptual interfaces and production programs. What You Will Do As a UI Visual Designer at Stellantis, you will shape the visual identity and interaction of our in‑vehicle experiences across our 14 global brands. Working on production programs globally, you’ll bring a user‑centered, brand‑driven mindset to bridge advanced technology and meaningful..."
li_4432696499,linkedin,UI/UX Designer,Knowmadics,"[""Agile/Scrum"", ""Dashboard & Reporting"", ""UI Prototyping"", ""UX Research"", ""WBS & Scheduling"", ""Web Framework"", ""Wireframing""]","Candidate should live within driving distance of the following areas: Wichita, KS; Lawton OK; or Round Rock, TX Job Purpose/Summary We are seeking a mid-level UI/UX Designer to support user experience and interface design across Knowmadics’ product portfolio supporting the 360 Aware production platform, with opportunities to contribute to applied defense R&D programs as needed. Working closely with product managers, engineers, researchers, and end users, this designer will contribute across the..."
li_4432818663,linkedin,UI/UX Designer,Breeze Airways™,"[""UI Prototyping"", ""UX Research""]","We work cross-functionally with truly awesome Team Members to deliver on our mission: “To make the world of travel simple, affordable, and convenient. We're looking for a UI/UX Designer to lead the design of all internal applications for our Operations Control Center (OCC). From there you'll design for the full operation: dispatchers, crew services, and duty managers who keep every flight moving."
li_4430498184,linkedin,Branded UI Visual Designer,General Motors,"[""UI Prototyping""]","Job Description The Role The GM Human Interface Design - Vehicle Studio is looking for a Designer who is passionate about creating thoughtful in-vehicle user experiences in close collaboration with design, software, and engineering teams. GM does not provide immigration-related sponsorship for this role. Do not apply for this role if you will need GM immigration sponsorship now or in the future."
li_4432003070,linkedin,UI/UX DESIGNER,HarmonyTech,"[""Agile/Scrum"", ""Requirements Engineering"", ""UI Prototyping"", ""UX Research""]","HarmonyTech Inc. is seeking a UI/UX Designer to support a federal government application modernization program. About HarmonyTech We have been delivering information technology services and solutions across the Federal government and commercial clients for over a decade. The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties, and skills required of personnel."
li_4405666583,linkedin,UI/UX Designer,Blackberg Group LLC,"[""Agile/Scrum"", ""UI Prototyping"", ""UX Research"", ""Usability Testing""]","Blackberg Group seeks a talented UI/UX Designer to create innovative and user-centric digital experiences for the Department of Veterans Affairs (VA). The ideal candidate is a creative thinker with a strong design background, excellent collaboration skills, and a passion for improving user experiences. This role involves designing user interfaces that are not only visually compelling but also highly functional and accessible."
li_4427729522,linkedin,UI/UX Designer,Knowmadics,"[""Agile/Scrum"", ""Dashboard & Reporting"", ""UI Prototyping"", ""UX Research"", ""WBS & Scheduling"", ""Web Framework"", ""Wireframing""]","Candidate should live within driving distance of the following areas: Wichita, KS; Lawton OK; or Round Rock, TX Job Purpose/Summary We are seeking a mid-level UI/UX Designer to support user experience and interface design across Knowmadics’ product portfolio supporting the 360 Aware production platform, with opportunities to contribute to applied defense R&D programs as needed. Working closely with product managers, engineers, researchers, and end users, this designer will contribute across the..."
li_4431128682,linkedin,UI Designer,Collate,"[""AI Application""]","We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses and identifying potential inconsistencies or verification signals in application materials based on available information. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans."
li_4288815173,linkedin,UI/UX Designer (Figma),Heirloom Cloud Corporation,"[""UI Prototyping"", ""Web Framework""]","The Role We’re looking for a product-minded UI/UX Designer with deep Figma expertise to own end-to-end design for both mobile (iOS/Android) and web. You’ll shape flows (onboarding, upload, sharing, viewing, billing), craft a modern design system, and partner closely with product, engineering, and leadership. How We Work - Flexible hours with core overlap for collaboration. - Remote-friendly, with preference for hybrid collaboration in Charleston, SC (work sessions with leadership, user tests,..."
li_4400300098,linkedin,Computer Programmer,Guidehouse,"[""SQL""]","If you have visited our website for information about employment opportunities, or to apply for a position, and you require an accommodation, please contact Guidehouse Recruiting at 1-571-633-1711 or via email at RecruitingAccommodation@guidehouse.com. All communication regarding recruitment for a Guidehouse position will be sent from Guidehouse email domains including @guidehouse.com or guidehouse@myworkday.com. Note that Guidehouse will never charge a fee or require a money transfer at any..."
li_4419623538,linkedin,Software Engineer,Robinhood,"[""Java/Python"", ""Process Optimization"", ""SQL""]","Design, develop, and maintain backend services, APIs, and data models that power core product functionality. Ensure backend systems meet security, privacy, and compliance requirements through secure design and implementation. If our mission energizes you and you’re ready to build the future of finance, we look forward to seeing your application."
li_4424176347,linkedin,"Software Engineer, Backend",Ascent,"[""Agile/Scrum"", ""Algorithm Design"", ""CI/CD"", ""Data Structure"", ""SDLC"", ""SQL"", ""Version Control""]","Description Ascent is a leading provider of innovative financial products and student support services that enable more students to access education and achieve academic and economic success. Ascent offers financial wellness education, student success services, and one-on-one and digital career coaching that put students' academic and professional goals within reach. What You Will Be Doing: The Software Engineer (“Engineer”) will help design, build, and evolve backend platform services that..."
li_4387419183,linkedin,Senior Backend Engineer,Yourco,"[""SQL""]","At Yourco, we're bringing traditional industries into the future. It is the most exciting time to work in technology in our lifetimes, and for the team at Yourco, it is the most exciting time to bring technological advancements to organizations in traditional industries. Who We Serve:&nbsp;From small businesses to Fortune 500 enterprises, organizations in traditional industries trust Yourco as their frontline communications and frontline intelligence platform."
li_4427314049,linkedin,Machine Learning Engineer,General Atomics Aeronautical Systems,"[""AI Application"", ""Algorithm Design"", ""Java/Python"", ""Machine Learning""]","Job Summary General Atomics Aeronautical Systems, Inc. (GA-ASI), an affiliate of General Atomics, is a world leader in proven, reliable remotely piloted aircraft and tactical reconnaissance radars, as well as advanced high-resolution surveillance systems. The Autonomy and Artificial Intelligence Solutions Software group is charted to develop and deploy end-to-end autonomous systems that enable unmanned aerial systems (UAS) to execute autonomous missions. Job Qualifications - Typically requires..."
li_4414706554,linkedin,Machine Learning Engineer,"Ventas, Inc.","[""AI Application"", ""Agile/Scrum"", ""CI/CD"", ""Classification"", ""Clustering"", ""Cybersecurity"", ""Java/Python"", ""Machine Learning"", ""SQL"", ""Version Control""]","Backed by strong financial performance and a collaborative culture, Ventas has the capital, capabilities and relationships to deliver superior value. About The Role The Machine Learning Engineer is responsible for designing, building, deploying, and maintaining production‑grade machine learning solutions that drive business value across the enterprise. This role sits at the intersection of software engineering and data science, with a strong focus on scalable ML systems, model lifecycle..."
li_4433383040,linkedin,UI Designer 1,Garmin,"[""UI Prototyping""]","Overview We are seeking a full-time User Interface Designer 1 at Garmin's U.S. headquarters in the Greater Kansas City area. In this role, you will be responsible for creating compelling User Interface experiences and delivering superior design solutions for a variety of Garmin products. This position is eligible for Garmin's benefit program."
li_4380612488,linkedin,Machine Learning Engineer,Adobe,"[""Java/Python"", ""Machine Learning"", ""SQL""]","The Opportunity Adobe is looking for a Machine Learning Engineer to understand and optimize the experience of Adobe’s Customer Experience Orchestration customers. Adobe’s industry-leading offerings including Adobe Acrobat Studio, Adobe Express, Adobe Firefly, Creative Cloud, Adobe Experience Platform, Adobe Experience Manager, and GenStudio enable people and businesses to turn ideas into impact, powered by AI and driven by human ingenuity. Let’s Adobe together At Adobe, we believe in creating a..."
li_4426507022,linkedin,Product Designer,Ownwell,"[""UI Prototyping"", ""UX Research"", ""Usability Testing""]","We believe that regardless of status or level of real estate expertise, everyone should have access to the information, tools, and resources to manage their real estate with confidence. We are looking for driven and passionate team members who thrive in a collaborative, positive culture where we all win together. We are here to win as a team and as a company."
li_4425113718,linkedin,Machine Learning Engineer (AI Foundations),Capital One,"[""Agile/Scrum"", ""CI/CD"", ""Java/Python"", ""Machine Learning"", ""Software Testing""]","As a Capital One Machine Learning Engineer (MLE), you'll be part of an Agile team dedicated to productionizing machine learning applications and systems at scale. You’ll focus on machine learning architectural design, develop and review model and application code, and ensure high availability and performance of our machine learning applications. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation,..."
li_4435883562,linkedin,Software Engineer: Web Developer,Nanobiosym,"[""API Design"", ""Agile/Scrum"", ""CI/CD"", ""Version Control"", ""Web Framework"", ""Web Services""]","Nanobiosym is an innovative, high-tech company that is developing novel technologies at the nexus of physics, nanotechnology, and biomedicine. Web developer Job Description We are seeking a front-end web developer to build new web pages and improve our company website. You will be responsible for building and deploying front-end features to our website, and various web applications and performing routine maintenance of our site."
li_4409918130,linkedin,AI Engineer,HAVI,"[""AI Application"", ""Algorithm Design"", ""CI/CD"", ""Classification"", ""Machine Learning"", ""Neural Network"", ""SQL"", ""Version Control""]","RECRUITING AGENCIES HAVI does not accept agency resumes submitted by third-party vendors unless a valid agreement has been signed and the HAVI Talent Acquisition Team has granted authorization for submissions for a specified position. Please do not submit or forward resumes to our site, HAVI employees, or any other company location. HAVI is not responsible for any fees related to unsolicited resumes."
li_4411645508,linkedin,AI/ML Engineer,Synergy ECP,"[""Agile/Scrum"", ""Cybersecurity"", ""Java/Python"", ""Machine Learning""]","Education: Individual growth is a priority at Synergy ECP. Work/Life Balance: A healthy work/life balance is essential for building and executing your work effectively at Synergy ECP, but it’s also necessary to allow you the room to pursue everything you want to develop in your personal life. Synergy ECP is committed to providing equal employment opportunities to all qualified individuals."
li_4423612359,linkedin,Machine Learning Systems Engineer,Pittsburgh Robotics Network,"[""AI Application"", ""ETL Process"", ""Java/Python"", ""Machine Learning""]","Your work will directly impact our ability to scale large-scale distributed model training and reduce the time-to-convergence for our next generation of models. Our team is made up of engineers, researchers, innovators, dreamers and doers, who are creating a technology with the potential to transform the way we move. We’re driven to scale; we’re moving towards commercialization of our technology, and we need team members who are ready to embrace change and challenges."
li_4338814871,linkedin,AI Engineer,Standard Template Labs,"[""IT Infrastructure"", ""ITIL"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""Workflow Design""]","Backed by leading investors, we're leveraging AI, graph-based architecture, and exceptional design to transform how enterprises manage and engage with their technology ecosystems. About The Role Our team is currently seeking AI Engineers that will design, build, and deploy machine learning systems that form the intelligence layer of our ITSM platform. This is a hands-on engineering role with the opportunity to define the AI foundation of a company from day one."
li_4322480362,linkedin,AI/ML Engineer,ReturnPro,"[""AI Application"", ""CI/CD"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""Predictive Modeling"", ""Version Control""]","We are expanding our AI/ML capabilities to include generative AI-driven solutions, RAG applications, and predictive models for retail pricing using collected data from multiple sources. We are seeking an AI/ML Engineer with expertise in generative AI, RAG applications, AI agentic frameworks, and predictive modeling. Primary Responsibilities/Essential Functions This job description in no way states or implies that these are the only duties to be performed by the teammate occupying this position."
li_4381945278,linkedin,Software Engineer,Denari,"[""API Design"", ""Backend Development"", ""CI/CD"", ""SQL"", ""Version Control"", ""Web Framework"", ""Workflow Design""]","Our Culture At Denari, our culture is defined by a high degree of autonomy and a fast-paced, high-pressure environment that rewards initiative. Full-Stack Engineer (Denari) Location: Madison, WI (Hybrid) Employment Type: Full-time About Denari Denari is building the modern software stack for accounting firms — an intelligent, AI-powered operating system that unifies client collaboration, document management, workflow automation, and financial insights in one seamless platform. You’ll join a..."
li_4376317177,linkedin,Software Engineer,PermitFlow,"[""Backend Development"", ""SQL"", ""Web Framework""]","Our AI agent workforce helps the fastest-growing construction companies navigate everything from permitting and licensing to inspections and project closeouts – accelerating housing, clean-energy, and infrastructure development across the country. As the U.S. enters a new capex supercycle across data centers, factories, housing, and renewables, joining PermitFlow means building the AI infrastructure at the core of every construction project driving the next wave of reindustrialization. All..."
li_4407529547,linkedin,Full Stack Engineer,Odyssey,"[""Agile/Scrum"", ""CI/CD"", ""Process Optimization"", ""SDLC"", ""Web Framework""]","We provide the technology, program operations, vendor ecosystem, and family experience that make these programs actually work in the real world. About the Role: As a Full Stack Engineer at Odyssey, you’ll build the core technology behind our platform. This role focuses on building full-stack systems, including scalable services, APIs, data models, frontend UI, and internal tools that support families, schools, providers, and operational teams as the platform grows."
li_4422477075,linkedin,Machine Learning Engineer,PhysicsX,"[""API Design"", ""CI/CD"", ""Java/Python"", ""Machine Learning""]","By enabling high-fidelity, multi-physics simulation through AI inference across the entire engineering lifecycle, PhysicsX unlocks new levels of optimization and automation in design, manufacturing, and operations — empowering engineers to push the boundaries of possibility. You are someone who can grasp advanced engineering concepts across multiple industries, and excel at working directly with customers (and often side-by-side with them on-site) to embed cutting-edge AI models into tools that..."
li_4425282802,linkedin,Software Engineer,Google,"[""AI Application"", ""Algorithm Design"", ""Data Structure"", ""Java/Python"", ""Machine Learning"", ""UI Prototyping""]","Learn more about benefits at Google . Position reports to the Google Mountain View, CA office & may allow for a hybrid schedule as per Google policy. At Google DeepMind, we are a pioneering AI lab with exceptional interdisciplinary teams focused on advancing AI development to solve complex global challenges and accelerate high-quality product innovation for billions of users."
li_4435860182,linkedin,Product Designer (UI/UX),Thrive Mobile,"[""UI Prototyping"", ""Usability Testing""]","About the Role We are looking for a Product Designer who wants to shape the end-to-end experience members and operators have with Thrive every day. As an early design hire, you will help mature our design system, our research habits, and the way design and engineering work together as we grow. Collaborate and learn - Partner with product and operations to understand member needs and translate goals into clear design direction. - Talk to and observe real members and operators — lightweight..."
li_4418308473,linkedin,Staff Machine Learning Engineer,Pittsburgh Robotics Network,"[""AI Application""]","Careers Open Positions Our teams are made up of engineers, researchers, innovators, dreamers, and doers. All Motional open positions and applications will be posted here on the official website. CAREERS Working at Motional Motional is powered by a uniquely talented, highly experienced team with a diverse set of skills across engineering, robotics, machine-learning, and artificial intelligence."
li_4421330454,linkedin,Full Stack Developer,Edgehog Trading,"[""Algorithm Design"", ""Data Structure"", ""Java/Python"", ""Process Optimization""]","About Us Edgehog Trading is a proprietary trading firm specializing in electronic options market making. We take a technology-driven approach, designing and operating automated, scalable systems to provide liquidity across markets. Our team spans trading, engineering, and business operations, working together to build and support the systems that power the firm."
li_4427067174,linkedin,Full Stack Developer,Academy Bank,"[""Agile/Scrum"", ""CI/CD"", ""Cryptography"", ""SDLC""]","In this role, you will work across the entire stack - from designing engaging front-end user interfaces to building robust back-end services and databases - to deliver high-quality software solutions that meet our business and compliance. As a Full Stack Developer, you will collaborate closely with the newly formed teams to ensure seamless integration of development and operations practices and contribute to the overall technology strategy by implementing secure, scalable, and effective..."
li_4418797575,linkedin,Full Stack Software Engineer II,Divergent,"[""Agile/Scrum"", ""Backend Development"", ""CI/CD"", ""Data Modeling"", ""Database Design"", ""Machine Learning"", ""Process Optimization"", ""Requirements Engineering"", ""Web Framework""]","In this role, you will independently design, develop, and deliver production-ready software solutions that support business-critical applications across engineering, manufacturing, and operations. As an Engineer II, you will contribute to complex projects, collaborate across functional teams, and play a key role in delivering high-quality software that enables innovation throughout the organization. The Role Full-Stack Application Development - Design, develop, test, and maintain scalable web..."
li_4416706541,linkedin,Software Engineer,Built,"[""Database Design"", ""Web Framework""]","As a small, growing startup we enjoy the freedom to solve problems from end-to-end instead of feeling like cogs in a big corporate machine. Every team member makes a big impact, and every person’s input is needed. What will you do in this role? - Design and implement features to solve challenging problems in our large Rails codebase."
li_4249317200,linkedin,Machine Learning Engineer,Onyx AI,"[""AI Application"", ""Algorithm Design"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""SQL"", ""Web Framework""]","💥 Your impact Onyx is a popular open source project with hundreds of thousands of users. You’ll have the opportunity to build in the open and your work may be used by millions of people in the future. 💡 About The Role Onyx is the knowledge layer on top of LLMs. This is an in-person role based in San Francisco, CA."
li_4419606920,linkedin,Software Engineer,Robinhood,"[""Algorithm Design"", ""Data Structure"", ""Java/Python"", ""SQL""]","About the team + role We are building an elite team, applying frontier technologies to the world’s biggest financial problems. What You'll Do Build, test, and release product-facing and platform features with stringent correctness and scalability requirements. If our mission energizes you and you’re ready to build the future of finance, we look forward to seeing your application."
li_4434747703,linkedin,Junior Software Engineer,MetLife,"[""AI Application"", ""Agile/Scrum"", ""CI/CD"", ""Java/Python"", ""Machine Learning"", ""Version Control""]","When you join MetLife’s Global Technology team, you’ll be part of a forward-thinking group dedicated to shaping the future of digital solutions for customers worldwide. The Opportunity MetLife Investments IT is looking for a curious, motivated Junior Software Engineer to join our Investments IT Global Accounting team in Tampa. In this role, you’ll be supported by experienced engineers and business partners as you grow your technical skills, learn the Investments IT accounting domain, and..."
li_4416978020,linkedin,Full Stack Developer,Cryptic Vector,"[""API Design"", ""Agile/Scrum"", ""Backend Development"", ""CI/CD"", ""Data Modeling"", ""Database Design"", ""Design Pattern"", ""Java/Python"", ""Linux Administration"", ""Process Optimization"", ""Query Optimization"", ""SQL"", ""System Architecture"", ""Version Control"", ""Web Framework""]","We understand that properly supporting the most unique missions of the United States government requires the nation’s best. Full Stack Developer As a Full Stack Developer at Cryptic Vector, you'll design, build, and develop full-spectrum software solutions that directly address some of the most complex technical challenges facing government missions today. If you thrive on solving complex problems and seeing your work running in production environments that protect national interests and drive..."
li_4434642254,linkedin,UI Designer,"IDR, Inc.","[""UI Prototyping""]","IDR is seeking a UI Designer to join one of our top clients for an opportunity in Englewood, CO. This role involves crafting pixel-perfect user interfaces with a focus on polish and detail, contributing to meaningful projects within the healthcare industry. The position offers an exciting chance to work on innovative designs, from scratch to implementation, in a collaborative environment."
li_4321433610,linkedin,"Software Engineer, Backend",Tessera Labs,"[""Backend Development"", ""Data Modeling"", ""Java/Python"", ""Machine Learning"", ""SAP/Oracle"", ""SQL"", ""Web Services"", ""Workflow Design""]","You’ll help design, build, and maintain the backend systems that power Tessera’s AI automation platform — including scalable APIs, data pipelines, and integrations with enterprise systems. This role is hands-on and ideal for someone who enjoys building distributed systems, solving challenging backend problems, and contributing to architectural discussions in a collaborative, fast-moving team. AI & Systems Integration - Connect backend services with AI model servers, vector databases, and..."
li_4420470634,linkedin,"Machine Learning Engineer, Level 4",Snap Inc.,"[""Algorithm Design"", ""Classification"", ""Machine Learning""]","Snap contributes to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together. Snap Engineering teams build fun and technically sophisticated products that reach hundreds of millions of Snapchatters around the world, every day. At Snap, we believe that having a team of diverse backgrounds and voices working together will enable us to create innovative products that improve the way people live and communicate."
li_4433300711,linkedin,Web Developer,Franklin Electric,"[""Requirements Engineering"", ""SQL"", ""Web Framework"", ""Web Services""]","Franklin Electric is looking for a skilled Web Developer to join our Digital Customer Experience (DCX) team—a group dedicated to designing and delivering exceptional customer‑facing web and mobile solutions. If you enjoy solving complex problems, building clean and maintainable software, and collaborating closely with designers, analysts, and fellow developers, this is an opportunity to make a real impact across a global organization. Here at Franklin Electric, we are dedicated to building a..."
li_4401827192,linkedin,AI Engineer,Campfire,"[""AI Application"", ""Java/Python"", ""Machine Learning"", ""Neural Network"", ""SAP/Oracle"", ""UI Prototyping""]","About Us Campfire is on a mission to redefine the accounting software landscape by taking on giants like Netsuite to build modern accounting software for startups and mid-size tech companies. We graduated from Y Combinator's Summer 2023 cohort, and we are backed by prominent investors like Foundation Capital and a rapidly growing customer base. 🌟 The Role Join our team as an AI Engineer at Campfire, where you'll design and implement AI-driven solutions that supercharge our accounting platform...."
li_4436771493,linkedin,A.I. Engineer,Jemm Tec,"[""AI Application"", ""Machine Learning""]","Overview We are seeking an Artificial Intelligence Engineer to join our team. We are an early-stage consumer technology company operating out of our office in Brickell, Miami. If you want to work in a startup environment devoid of corporate bureaucracy, and want the chance to take responsibility for and ""own"" the systems constituting our products, you should certainly apply."
li_4317737281,linkedin,Full Stack Software Engineer,Blink.new,"[""SQL"", ""Web Framework""]","We're looking for a talented Full Stack Software Engineer to join Blink.new, an AI App Creation Platform. You'll be working on end-to-end feature development and providing technical customer support. The ideal candidate should be comfortable with modern web technologies and have a passion for building innovative AI-powered applications."
li_4380633126,linkedin,Machine Learning Engineer,Secludy AI,"[""Machine Learning""]","Our fintech, healthcare, and life sciences customers trust Secludy to protect their sensitive personal data and IP while training AI models. Requirements - 3-6 years of experience in ML Engineering or Applied Research. - Strong proficiency in PyTorch (you can write a custom training loop from scratch). - Experience with Generative Models (Diffusion, VAEs, Transformers) beyond just inference. - Track record of taking experimental code and shipping it to production. - Comfortable working with..."
li_4430280494,linkedin,Full Stack Developer,Galent,"[""API Design"", ""Agile/Scrum"", ""Backend Development"", ""CI/CD""]","Role : Full Stack Developer Location: Birmingham , AL We are looking for a highly skilled Full Stack Developer with 4+ years of experience in designing, developing, and deploying scalable web applications using React.js, Node.js, MongoDB, and Cloud platforms (AWS/Azure/GCP). The ideal candidate will have strong expertise in both frontend and backend development, cloud-native applications, API development, and modern DevOps practices."
li_4422479744,linkedin,"Software Engineer, Backend",Ema,"[""Algorithm Design"", ""Data Structure"", ""Java/Python"", ""OOP Principles"", ""SQL"", ""Web Framework""]","About Ema Ema is building the world’s leading Agentic AI platform to transform enterprise productivity. Headquartered in Silicon Valley and with offices in London, Bangalore and Vancouver and Bangalore, Ema is at the frontier of what Agentic AI can do in production — we ship real systems that run real business processes at scale. We are seeking a Software Engineer to join the Ema team."
li_4420979024,linkedin,Front-End Web Developer,Escalade Sports,"[""Dashboard & Reporting"", ""Version Control""]","Position Title: Shopify Front-End Developer Reporting to: President - Sports Group Status: Exempt Job Purpose: For nearly a century, Escalade Sports has been a leader in the sports and outdoor recreation industries, building world-class brands that bring families and communities together through play. Because our digital storefronts play a critical role in the consumer journey, we are looking for a dynamic, forward-thinking Shopify Web Developer to elevate our digital presence and drive the..."
li_4429115204,linkedin,Front End Software Engineer,Candid Health,"[""API Design"", ""Web Framework""]","The listed range is a guideline from Pave data, and the actual base salary may be modified based on factors including job-related skills, experience/qualifications, interview performance, market data, etc. Further note that Candid Health has minimal hierarchy and titles, but has broad ranges of experience represented within roles."
li_4376182749,linkedin,Frontend Engineer Intern,Dexmate,"[""Backend Development"", ""CI/CD"", ""Dashboard & Reporting"", ""Java/Python"", ""SQL"", ""Version Control"", ""Web Framework""]","Dexmate is building the foundation for physical AI — combining a new generation of robots with a universal Physical AI OS, making robots as easy to build and deploy as software. Our robot platform serves customers managing physical robots. You'll work alongside our designer and engineering team building the web interfaces that connect humans with our robots."
li_4434977031,linkedin,FRESHER - JUNIOR FRONTEND DEVELOPER,"TechProfit.,JSC",[],Hiện tại chúng tôi đang mong muốn tìm kiếm 1 Nhân viên Chăm Sóc Khách hàng để đảm nhận những công việc sau đây
li_4435231668,linkedin,Software Engineer,Medallion,"[""Backend Development"", ""Java/Python"", ""Web Framework""]","As one of the fastest-growing healthcare technology companies - ranked #3 on Inc. Magazine’s 2024 Fastest-Growing Private Companies in the Pacific Region, #5 on LinkedIn's 2024 Top US Startups, a Glassdoor Best Place to Work in 2024 & 2025, and featured on The Today Show - Medallion is revolutionizing provider network management. Our CEO, Derek Lo, has been named one of the Top 50 Healthcare Technology CEOs of 2024 by The Healthcare Technology Report."
li_4342706999,linkedin,Front-End Engineer,Standard Template Labs,"[""API Design"", ""CI/CD"", ""Version Control"", ""Web Framework""]","The Role We are seeking a talented Front-End Engineer - AI-First to join our small but growing engineering team. In this role, you’ll own the user-facing product: deliver polished, high-performance interfaces, leverage AI-driven tools to accelerate development, and partner with product and design to turn complex enterprise workflows into intuitive front-end experiences. What We’re Looking For Required / Core Skills - Several years of professional front-end engineering experience (or..."
li_4366972428,linkedin,Frontend Engineer,Layer,"[""CI/CD"", ""Java/Python"", ""SQL"", ""Version Control"", ""Web Framework""]","About Layer Over the last decade, a vibrant ecosystem of SMB software tools has emerged to help SMBs manage and run their businesses. That’s one of the benefits of hiring excellent engineers: we’re confident you’ll get up to speed and we’re confident the rest of the team can help you do it. We are having fun and we don’t believe we can succeed as a team without that sense of fun, so it’s important that the whole team loves what they do each day both when success feels easy and when it doesn’t...."
li_4434919696,linkedin,Front End Engineer,ReadMe,"[""Web Framework""]","In this role you’ll have a transformational impact on ReadMe across both the trajectory of the business and our thriving culture. 🦉 What We Do ReadMe helps more than 5,000 leading startups and tech companies build beautiful, personalized, and interactive developer hubs. ReadMe is creating new features to help out customers create beautiful and effective docs. He’ll tell you more about the role, and get a chance to hear about your experiences. - Next will be a second 30 minute Zoom interview..."
li_4375021807,linkedin,Frontend Engineer,Verneek,"[""Algorithm Design"", ""Machine Learning"", ""Neural Network"", ""UI Prototyping"", ""Web Framework""]","Verneek is a deep-tech AI startup that is on a mission to build the most helpful AI experiences in the consumer space. As a fullstack engineer, you will play a crucial role in building complex AI and NLP models to support our AI platform. At Verneek, you will have the opportunity to work on unique, complex, and socially impactful problems."
li_4392880869,linkedin,Machine Learning Engineer - Generative AI,Qualcomm,"[""AI Application"", ""Agile/Scrum"", ""Classification"", ""Java/Python"", ""Machine Learning"", ""Web Services""]",To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Qualcomm does not accept unsolicited resumes or applications from agencies. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.
li_4436720963,linkedin,Front End Web Developer,"IO Datasphere, Inc.","[""Agile/Scrum"", ""Dashboard & Reporting"", ""Web Framework""]","IO Datasphere, Inc. has been providing project management, software development and IT staff augmentation services to our clients in the Midwest and throughout the U.S. since 1996. Portfolio or work samples of prior front-end work required. However, we cannot accept OPT or CPT visas at this time. - Companies submitting candidates should only submit direct W2 employees for this position."
li_4431224317,linkedin,Front End Software Developer,MANTECH,"[""UI Prototyping"", ""Web Framework""]","MANTECH seeks a motivated, career and customer-oriented Front End Software Developer to join our team in Tampa, FL. The Front End Software Developer will leverage their strong technical background and knowledge to create next generation web-based and desktop applications. This role focuses on enhancing user interfaces with advanced tools and capabilities to ensure mission-critical data remains accessible and intuitive for all users."
li_4359033086,linkedin,Frontend Engineer,Picnic,"[""API Design"", ""Web Framework""]","About The Role We’re looking for a Frontend Engineer to help build and scale Picnic’s real-time logistics and operations platforms. This role is ideal for someone who thrives in ambiguity, enjoys working on complex, high-performance systems, and wants to shape frontend architecture that directly powers real-world operations. You’ll work across web and mobile surfaces, partner closely with backend and operations teams, and play a key role in defining how we build, ship, and scale frontend..."
li_4262846668,linkedin,Front-end Software Engineer,Taskade,[],"Taskade (YC S19) is building the unified workspace for distributed teams. We reimagining the future of work, remote collaboration, and team productivity. Our mission is simple, to help teams get work done, faster and smarter."
li_4390672091,linkedin,"Software Engineer, ML Platform",Sola,"[""Java/Python"", ""Machine Learning""]","What To Expect We‘re solving one of the most interesting problems in AI today: building reliable, deterministic execution on top of non-deterministic AI models. We believe the best work happens in person, especially at the early stage, and you'll have the opportunity to learn from the founding team and early engineers to help shape the future of the company. PyTorch, HuggingFace, DSPy) - You're open to working 5 days a week out of our office in NYC (we'll cover relocation!) You might excel if -..."
li_4318503584,linkedin,Front End Engineer,ether.fi,"[""UI Prototyping""]","We have over $10B in assets under management and a team of 30 almost all technical staff. Our current products; Stake, Liquid, and Cash enable users to earn yield in a variety of DeFi strategies, and spend their assets in the real world with our credit cards. Position overview: As an Intermediate Front End Engineer, you will form a key part our engineering team focusing on shaping the parts of our platform users rely on every day."
li_4431718177,linkedin,Front-End Web Developer (Webflow),MDAEdge,"[""Agile/Scrum"", ""UI Prototyping"", ""Usability Testing""]","Job Overview: Seeking a detail-oriented Front-End Web Developer with strong Webflow expertise to build, optimize, and maintain responsive, accessible, and scalable websites. The role involves close collaboration with design, marketing, and product teams to enhance digital experiences and uphold brand consistency. Preferred Qualifications: - Knowledge of Google Analytics and Google Tag Manager. - Experience integrating CMS and third-party tools. - Understanding of SEO principles. - Familiarity..."
